Department,Department Category,Organization,Position,Year,Salary,Real Salary (2013 dollars)
Philosophy,Humanities,MU,Assistant,1994,33000,51886.79
Philosophy,Humanities,MU,Assistant,1993,33570,54145.16
Philosophy,Humanities,MU,Assistant,1992,32320,53687.71
Philosophy,Humanities,MU,Assistant,1991,32000,54700.85
Physics,Science and Math,MU,Assistant,2009,55275,60016.29
Physics,Science and Math,MU,Assistant,2008,56764,61432.9
Physics,Science and Math,MU,Assistant,2007,54600,61348.31
Physics,Science and Math,MU,Assistant,2006,53337,61661.27
Physics,Science and Math,MU,Assistant,2005,52710,62899.76
Physics,Science and Math,MU,Assistant,2004,52108,64251.54
Physics,Science and Math,MU,Assistant,2003,49775,63006.33
Physics,Science and Math,MU,Assistant,2002,47375,61366.58
Physics,Science and Math,MU,Assistant,2001,45600,60000
Physics,Science and Math,MU,Assistant,2000,44500,60216.51
Physics,Science and Math,MU,Assistant,1997,40067,58152.39
Physics,Science and Math,MU,Assistant,1996,38533,57170.62
Physics,Science and Math,MU,Assistant,1995,37150,56804.28
Physics,Science and Math,MU,Assistant,1994,36460,57327.04
Physics,Science and Math,MU,Assistant,1993,34850,56209.68
Physics,Science and Math,MU,Assistant,1992,32553,54074.75
Physics,Science and Math,MU,Assistant,1991,32250,55128.21
Physics,Science and Math,MU,Assistant,1990,33000,58823.53
Political Science,Social Science,MU,Assistant,2009,55645,60418.02
Political Science,Social Science,MU,Assistant,2008,55645,60221.86
Political Science,Social Science,MU,Assistant,2007,54398,61121.35
Political Science,Social Science,MU,Assistant,2006,53008,61280.92
Political Science,Social Science,MU,Assistant,2005,49988,59651.55
Political Science,Social Science,MU,Assistant,2004,49063,60496.92
Political Science,Social Science,MU,Assistant,2003,47850,60569.62
Political Science,Social Science,MU,Assistant,2002,44535,57687.82
Political Science,Social Science,MU,Assistant,2001,42335,55703.95
Political Science,Social Science,MU,Assistant,2000,43415,58748.31
Political Science,Social Science,MU,Assistant,1999,43063,60227.97
Political Science,Social Science,MU,Assistant,1998,40328,57611.43
Political Science,Social Science,MU,Assistant,1997,41247,59865.02
Political Science,Social Science,MU,Assistant,1996,38078,56495.55
Political Science,Social Science,MU,Assistant,1995,36471,55766.06
Political Science,Social Science,MU,Assistant,1994,34057,53548.74
Political Science,Social Science,MU,Assistant,1993,32592,52567.74
Political Science,Social Science,MU,Assistant,1992,31388,52139.53
Political Science,Social Science,MU,Assistant,1991,32660,55829.06
Political Science,Social Science,MU,Assistant,1990,31140,55508.02
Psychology,Social Science,MU,Assistant,2009,58892,63943.54
Psychology,Social Science,MU,Assistant,2008,59337,64217.53
Psychology,Social Science,MU,Assistant,2007,59352,66687.64
Psychology,Social Science,MU,Assistant,2006,57016,65914.45
Psychology,Social Science,MU,Assistant,2005,54608,65164.68
Psychology,Social Science,MU,Assistant,2004,53066,65432.8
Psychology,Social Science,MU,Assistant,2003,51375,65031.65
Psychology,Social Science,MU,Assistant,2002,47900,62046.63
Psychology,Social Science,MU,Assistant,2001,50038,65839.47
Psychology,Social Science,MU,Assistant,2000,47600,64411.37
Psychology,Social Science,MU,Assistant,1999,45800,64055.94
Psychology,Social Science,MU,Assistant,1998,45950,65642.86
Psychology,Social Science,MU,Assistant,1997,44125,64042.09
Psychology,Social Science,MU,Assistant,1996,43425,64428.78
Psychology,Social Science,MU,Assistant,1995,41000,62691.13
Psychology,Social Science,MU,Assistant,1994,40900,64308.18
Psychology,Social Science,MU,Assistant,1993,37827,61011.29
Psychology,Social Science,MU,Assistant,1992,35300,58637.87
Psychology,Social Science,MU,Assistant,1991,33130,56632.48
Psychology,Social Science,MU,Assistant,1990,32267,57516.93
Sociology & Gerontology,Social Science,MU,Assistant,2009,51921,56374.59
Sociology & Gerontology,Social Science,MU,Assistant,2008,53838,58266.23
Sociology & Gerontology,Social Science,MU,Assistant,2007,51873,58284.27
Sociology & Gerontology,Social Science,MU,Assistant,2006,50176,58006.94
Sociology & Gerontology,Social Science,MU,Assistant,2005,49611,59201.67
Sociology & Gerontology,Social Science,MU,Assistant,2004,48184,59413.07
Sociology & Gerontology,Social Science,MU,Assistant,2003,50409,63808.86
Sociology & Gerontology,Social Science,MU,Assistant,2002,48000,62176.17
Sociology & Gerontology,Social Science,MU,Assistant,1998,43523,62175.71
Software Engineering,Engineering and Computer Science,MU,Assistant,2008,79571,86115.8
Software Engineering,Engineering and Computer Science,MU,Assistant,2007,77182,86721.35
Software Engineering,Engineering and Computer Science,MU,Assistant,2006,73614,85102.89
Software Engineering,Engineering and Computer Science,MU,Assistant,2005,71488,85307.88
Software Engineering,Engineering and Computer Science,MU,Assistant,2004,69005,85086.31
Software Engineering,Engineering and Computer Science,MU,Assistant,2003,66978,84782.28
Software Engineering,Engineering and Computer Science,MU,Assistant,2002,65979,85465.03
Software Engineering,Engineering and Computer Science,MU,Assistant,2001,63950,84144.74
Software Engineering,Engineering and Computer Science,MU,Assistant,2000,61311,82964.82
Software Engineering,Engineering and Computer Science,MU,Assistant,1999,57938,81032.17
Software Engineering,Engineering and Computer Science,MU,Assistant,1998,53838,76911.43
Software Engineering,Engineering and Computer Science,MU,Assistant,1997,56600,82148.04
Software Engineering,Engineering and Computer Science,MU,Assistant,1996,50250,74554.9
Software Engineering,Engineering and Computer Science,MU,Assistant,1995,49100,75076.45
Software Engineering,Engineering and Computer Science,MU,Assistant,1994,52300,82232.7
Software Engineering,Engineering and Computer Science,MU,Assistant,1993,50805,81943.55
Software Engineering,Engineering and Computer Science,MU,Assistant,1992,49132,81614.62
Software Engineering,Engineering and Computer Science,MU,Assistant,1991,50960,87111.11
Software Engineering,Engineering and Computer Science,MU,Assistant,1990,48817,87017.83
Spanish & Portuguese,Humanities,MU,Assistant,2009,52001,56461.45
Spanish & Portuguese,Humanities,MU,Assistant,2008,52499,56817.1
Spanish & Portuguese,Humanities,MU,Assistant,2007,52417,58895.51
Spanish & Portuguese,Humanities,MU,Assistant,2006,50304,58154.91
Spanish & Portuguese,Humanities,MU,Assistant,2005,48728,58147.97
Spanish & Portuguese,Humanities,MU,Assistant,2004,46970,57916.15
Spanish & Portuguese,Humanities,MU,Assistant,2003,46379,58707.59
Spanish & Portuguese,Humanities,MU,Assistant,2002,44747,57962.44
Spanish & Portuguese,Humanities,MU,Assistant,2001,42909,56459.21
Spanish & Portuguese,Humanities,MU,Assistant,2000,43494,58855.21
Spanish & Portuguese,Humanities,MU,Assistant,1999,40525,56678.32
Spanish & Portuguese,Humanities,MU,Assistant,1998,39155,55935.71
Spanish & Portuguese,Humanities,MU,Assistant,1997,39110,56763.43
Spanish & Portuguese,Humanities,MU,Assistant,1996,38486,57100.89
Spanish & Portuguese,Humanities,MU,Assistant,1995,35775,54701.83
Spanish & Portuguese,Humanities,MU,Assistant,1994,34125,53655.66
Spanish & Portuguese,Humanities,MU,Assistant,1993,33267,53656.45
Spanish & Portuguese,Humanities,MU,Assistant,1992,31563,52430.23
Spanish & Portuguese,Humanities,MU,Assistant,1991,31500,53846.15
Spanish & Portuguese,Humanities,MU,Assistant,1990,29733,53000
Speech Pathology & Audiology,Education and Health,MU,Assistant,2009,56603,61458.2
Speech Pathology & Audiology,Education and Health,MU,Assistant,2008,57773,62524.89
Speech Pathology & Audiology,Education and Health,MU,Assistant,2007,56150,63089.89
Speech Pathology & Audiology,Education and Health,MU,Assistant,2006,56243,65020.81
Speech Pathology & Audiology,Education and Health,MU,Assistant,2005,55362,66064.44
Speech Pathology & Audiology,Education and Health,MU,Assistant,2004,53539,66016.03
Speech Pathology & Audiology,Education and Health,MU,Assistant,2003,54445,68917.72
Speech Pathology & Audiology,Education and Health,MU,Assistant,2002,53853,69757.77
Speech Pathology & Audiology,Education and Health,MU,Assistant,2001,52300,68815.79
Speech Pathology & Audiology,Education and Health,MU,Assistant,2000,50075,67760.49
Speech Pathology & Audiology,Education and Health,MU,Assistant,1998,44880,64114.29
Teacher Education,Education and Health,MU,Assistant,2009,57678,62625.41
Teacher Education,Education and Health,MU,Assistant,2008,57874,62634.2
Teacher Education,Education and Health,MU,Assistant,2007,55455,62308.99
Teacher Education,Education and Health,MU,Assistant,2006,54843,63402.31
Teacher Education,Education and Health,MU,Assistant,2005,54752,65336.52
Teacher Education,Education and Health,MU,Assistant,2004,54029,66620.22
Teacher Education,Education and Health,MU,Assistant,2003,53678,67946.84
Teacher Education,Education and Health,MU,Assistant,2002,51612,66854.92
Teacher Education,Education and Health,MU,Assistant,2001,48902,64344.74
Teacher Education,Education and Health,MU,Assistant,2000,47386,64121.79
Teacher Education,Education and Health,MU,Assistant,1999,48749,68180.42
Teacher Education,Education and Health,MU,Assistant,1998,45283,64690
Teacher Education,Education and Health,MU,Assistant,1997,44540,64644.41
Teacher Education,Education and Health,MU,Assistant,1996,42149,62535.61
Teacher Education,Education and Health,MU,Assistant,1995,40520,61957.19
Teacher Education,Education and Health,MU,Assistant,1994,40650,63915.09
Teacher Education,Education and Health,MU,Assistant,1993,41283,66585.48
Teacher Education,Education and Health,MU,Assistant,1992,42521,70632.89
Teacher Education,Education and Health,MU,Assistant,1991,41722,71319.66
Teacher Education,Education and Health,MU,Assistant,1990,40820,72762.92
Theatre,Humanities,MU,Assistant,2009,62321,67666.67
Theatre,Humanities,MU,Assistant,2008,56494,61140.69
Theatre,Humanities,MU,Assistant,2007,54980,61775.28
Theatre,Humanities,MU,Assistant,2006,53171,61469.36
Theatre,Humanities,MU,Assistant,2005,49916,59565.63
Theatre,Humanities,MU,Assistant,2004,47899,59061.65
Theatre,Humanities,MU,Assistant,2003,47031,59532.91
Theatre,Humanities,MU,Assistant,2002,45515,58957.25
Theatre,Humanities,MU,Assistant,2001,43528,57273.68
Theatre,Humanities,MU,Assistant,2000,43093,58312.58
Theatre,Humanities,MU,Assistant,1999,44356,62036.36
Theatre,Humanities,MU,Assistant,1998,33080,47257.14
Theatre,Humanities,MU,Assistant,1997,41333,59989.84
Theatre,Humanities,MU,Assistant,1996,37529,55681.01
Theatre,Humanities,MU,Assistant,1995,34900,53363.91
Theatre,Humanities,MU,Assistant,1994,33600,52830.19
Theatre,Humanities,MU,Assistant,1993,32660,52677.42
Theatre,Humanities,MU,Assistant,1992,32320,53687.71
Theatre,Humanities,MU,Assistant,1991,32000,54700.85
Theatre,Humanities,MU,Assistant,1990,30500,54367.2
Zoology,Science and Math,MU,Assistant,2009,57400,62323.56
Zoology,Science and Math,MU,Assistant,2008,57400,62121.21
Zoology,Science and Math,MU,Assistant,2007,55409,62257.3
Zoology,Science and Math,MU,Assistant,2006,53001,61272.83
Zoology,Science and Math,MU,Assistant,2005,52439,62576.37
Zoology,Science and Math,MU,Assistant,2004,51852,63935.88
Zoology,Science and Math,MU,Assistant,2003,49792,63027.85
Zoology,Science and Math,MU,Assistant,2002,48327,62599.74
Zoology,Science and Math,MU,Assistant,2001,46923,61740.79
Zoology,Science and Math,MU,Assistant,2000,45761,61922.87
Zoology,Science and Math,MU,Assistant,1999,42846,59924.48
Zoology,Science and Math,MU,Assistant,1998,39440,56342.86
Zoology,Science and Math,MU,Assistant,1997,40709,59084.18
Zoology,Science and Math,MU,Assistant,1996,38843,57630.56
Zoology,Science and Math,MU,Assistant,1995,37411,57203.36
Zoology,Science and Math,MU,Assistant,1994,34707,54570.75
Zoology,Science and Math,MU,Assistant,1993,34797,56124.19
Zoology,Science and Math,MU,Assistant,1992,33444,55554.82
Zoology,Science and Math,MU,Assistant,1991,32538,55620.51
Zoology,Science and Math,MU,Assistant,1990,30613,54568.63
Accountancy,Business,NAS,Assistant,2009,137175,148941.37
Accountancy,Business,NAS,Assistant,2008,132373,143260.82
Accountancy,Business,NAS,Assistant,2007,126859,142538.2
Accountancy,Business,NAS,Assistant,2006,119131,137723.7
Accountancy,Business,NAS,Assistant,2005,110183,131483.29
Accountancy,Business,NAS,Assistant,2003,97596,123539.24
Accountancy,Business,NAS,Assistant,2002,92923,120366.58
Accountancy,Business,NAS,Assistant,2001,89117,117259.21
Accountancy,Business,NAS,Assistant,2000,83553,113062.25
Accountancy,Business,NAS,Assistant,1999,77701,108672.73
Accountancy,Business,NAS,Assistant,1998,73038,104340
Accountancy,Business,NAS,Assistant,1997,70936,102955.01
Accountancy,Business,NAS,Assistant,1996,67658,100382.79
Accountancy,Business,NAS,Assistant,1995,64545,98692.66
Accountancy,Business,NAS,Assistant,1994,61737,97070.75
Accountancy,Business,NAS,Assistant,1993,58118,93738.71
Accountancy,Business,NAS,Assistant,1992,57157,94945.18
Accountancy,Business,NAS,Assistant,1991,55575,95000
Accountancy,Business,NAS,Assistant,1990,52957,94397.5
Anthropology,Social Science,NAS,Assistant,2009,59678,64796.96
Anthropology,Social Science,NAS,Assistant,2008,58713,63542.21
Anthropology,Social Science,NAS,Assistant,2007,56770,63786.52
Anthropology,Social Science,NAS,Assistant,2006,53737,62123.7
Anthropology,Social Science,NAS,Assistant,2005,52062,62126.49
Anthropology,Social Science,NAS,Assistant,2003,47655,60322.78
Anthropology,Social Science,NAS,Assistant,2002,47088,60994.82
Anthropology,Social Science,NAS,Assistant,1998,41897,59852.86
Architecture & Interior Design,Fine Arts,NAS,Assistant,2009,61092,66332.25
Architecture & Interior Design,Fine Arts,NAS,Assistant,2008,59942,64872.29
Architecture & Interior Design,Fine Arts,NAS,Assistant,2007,57545,64657.3
Architecture & Interior Design,Fine Arts,NAS,Assistant,2006,55835,64549.13
Architecture & Interior Design,Fine Arts,NAS,Assistant,2005,52628,62801.91
Architecture & Interior Design,Fine Arts,NAS,Assistant,2003,49176,62248.1
Architecture & Interior Design,Fine Arts,NAS,Assistant,2002,48645,63011.66
Architecture & Interior Design,Fine Arts,NAS,Assistant,2001,48197,63417.11
Architecture & Interior Design,Fine Arts,NAS,Assistant,2000,46834,63374.83
Architecture & Interior Design,Fine Arts,NAS,Assistant,1999,44597,62373.43
Architecture & Interior Design,Fine Arts,NAS,Assistant,1998,44641,63772.86
Architecture & Interior Design,Fine Arts,NAS,Assistant,1997,40986,59486.21
Architecture & Interior Design,Fine Arts,NAS,Assistant,1996,40885,60660.24
Architecture & Interior Design,Fine Arts,NAS,Assistant,1995,39671,60659.02
Architecture & Interior Design,Fine Arts,NAS,Assistant,1994,37937,59649.37
Architecture & Interior Design,Fine Arts,NAS,Assistant,1993,35971,58017.74
Architecture & Interior Design,Fine Arts,NAS,Assistant,1992,35925,59676.08
Architecture & Interior Design,Fine Arts,NAS,Assistant,1991,35587,60832.48
Architecture & Interior Design,Fine Arts,NAS,Assistant,1990,34517,61527.63
Art,Fine Arts,NAS,Assistant,2009,55788,60573.29
Art,Fine Arts,NAS,Assistant,2008,55454,60015.15
Art,Fine Arts,NAS,Assistant,2007,51391,57742.7
Art,Fine Arts,NAS,Assistant,2006,51625,59682.08
Art,Fine Arts,NAS,Assistant,2005,49886,59529.83
Art,Fine Arts,NAS,Assistant,2003,47196,59741.77
Art,Fine Arts,NAS,Assistant,2002,43399,56216.32
Art,Fine Arts,NAS,Assistant,2001,42487,55903.95
Art,Fine Arts,NAS,Assistant,2000,40992,55469.55
Art,Fine Arts,NAS,Assistant,1999,39155,54762.24
Art,Fine Arts,NAS,Assistant,1998,38098,54425.71
Art,Fine Arts,NAS,Assistant,1997,36976,53666.18
Art,Fine Arts,NAS,Assistant,1996,36604,54308.61
Art,Fine Arts,NAS,Assistant,1995,35395,54120.8
Art,Fine Arts,NAS,Assistant,1994,33730,53034.59
Art,Fine Arts,NAS,Assistant,1993,31754,51216.13
Art,Fine Arts,NAS,Assistant,1992,30966,51438.54
Art,Fine Arts,NAS,Assistant,1991,30986,52967.52
Art,Fine Arts,NAS,Assistant,1990,30020,53511.59
Botany,Science and Math,NAS,Assistant,2009,63359,68793.7
Botany,Science and Math,NAS,Assistant,2008,61360,66406.93
Botany,Science and Math,NAS,Assistant,2007,60266,67714.61
Botany,Science and Math,NAS,Assistant,2006,58846,68030.06
Botany,Science and Math,NAS,Assistant,2005,55900,66706.44
Botany,Science and Math,NAS,Assistant,2003,52185,66056.96
Botany,Science and Math,NAS,Assistant,2002,51105,66198.19
Botany,Science and Math,NAS,Assistant,2001,50156,65994.74
Botany,Science and Math,NAS,Assistant,2000,48609,65776.73
Botany,Science and Math,NAS,Assistant,1999,46512,65051.75
Botany,Science and Math,NAS,Assistant,1998,45476,64965.71
Botany,Science and Math,NAS,Assistant,1997,43119,62582
Botany,Science and Math,NAS,Assistant,1996,41938,62222.55
Botany,Science and Math,NAS,Assistant,1995,40931,62585.63
Botany,Science and Math,NAS,Assistant,1994,38797,61001.57
Botany,Science and Math,NAS,Assistant,1993,38165,61556.45
Botany,Science and Math,NAS,Assistant,1992,36837,61191.03
Botany,Science and Math,NAS,Assistant,1991,34716,59343.59
Botany,Science and Math,NAS,Assistant,1990,34749,61941.18
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2009,67291,73062.98
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2008,66024,71454.55
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2007,64310,72258.43
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2006,61710,71341.04
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2005,58576,69899.76
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2003,53752,68040.51
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2002,52829,68431.35
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2001,51536,67810.53
Chemistry & Biochemistry,Science and Math,NAS,Assistant,2000,49292,66700.95
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1999,48008,67144.06
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1998,46567,66524.29
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1997,43721,63455.73
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1996,42040,62373.89
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1995,41278,63116.21
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1994,40112,63069.18
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1993,38666,62364.52
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1992,37547,62370.43
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1991,36555,62487.18
Chemistry & Biochemistry,Science and Math,NAS,Assistant,1990,35623,63499.11
Classics,Humanities,NAS,Assistant,2009,55536,60299.67
Classics,Humanities,NAS,Assistant,2008,55137,59672.08
Classics,Humanities,NAS,Assistant,2007,53311,59900
Classics,Humanities,NAS,Assistant,2006,51062,59031.21
Classics,Humanities,NAS,Assistant,2005,50907,60748.21
Classics,Humanities,NAS,Assistant,2003,47150,59683.54
Classics,Humanities,NAS,Assistant,2002,45474,58904.15
Classics,Humanities,NAS,Assistant,2001,44126,58060.53
Classics,Humanities,NAS,Assistant,2000,41519,56182.68
Classics,Humanities,NAS,Assistant,1999,40941,57260.14
Classics,Humanities,NAS,Assistant,1998,39921,57030
Classics,Humanities,NAS,Assistant,1997,37883,54982.58
Classics,Humanities,NAS,Assistant,1996,36373,53965.88
Classics,Humanities,NAS,Assistant,1995,35360,54067.28
Classics,Humanities,NAS,Assistant,1994,34590,54386.79
Classics,Humanities,NAS,Assistant,1993,33266,53654.84
Classics,Humanities,NAS,Assistant,1992,32802,54488.37
Classics,Humanities,NAS,Assistant,1991,31896,54523.08
Classics,Humanities,NAS,Assistant,1990,31435,56033.87
Communication,Humanities,NAS,Assistant,2009,59573,64682.95
Communication,Humanities,NAS,Assistant,2008,59662,64569.26
Communication,Humanities,NAS,Assistant,2007,57410,64505.62
Communication,Humanities,NAS,Assistant,2006,55384,64027.75
Communication,Humanities,NAS,Assistant,2005,53899,64318.62
Communication,Humanities,NAS,Assistant,2003,49532,62698.73
Communication,Humanities,NAS,Assistant,2002,48448,62756.48
Communication,Humanities,NAS,Assistant,2001,47428,62405.26
Communication,Humanities,NAS,Assistant,2000,44785,60602.17
Communication,Humanities,NAS,Assistant,1999,42985,60118.88
Communication,Humanities,NAS,Assistant,1998,40867,58381.43
Comparative Religion,Humanities,NAS,Assistant,2009,58428,63439.74
Comparative Religion,Humanities,NAS,Assistant,2008,58539,63353.9
Comparative Religion,Humanities,NAS,Assistant,2007,55932,62844.94
Comparative Religion,Humanities,NAS,Assistant,2006,52827,61071.68
Comparative Religion,Humanities,NAS,Assistant,2005,50386,60126.49
Comparative Religion,Humanities,NAS,Assistant,2003,46351,58672.15
Comparative Religion,Humanities,NAS,Assistant,2002,46033,59628.24
Comparative Religion,Humanities,NAS,Assistant,2001,44463,58503.95
Comparative Religion,Humanities,NAS,Assistant,2000,41446,56083.9
Comparative Religion,Humanities,NAS,Assistant,1999,40844,57124.48
Comparative Religion,Humanities,NAS,Assistant,1998,39273,56104.29
Comparative Religion,Humanities,NAS,Assistant,1997,39013,56622.64
Comparative Religion,Humanities,NAS,Assistant,1996,38233,56725.52
Comparative Religion,Humanities,NAS,Assistant,1995,37056,56660.55
Comparative Religion,Humanities,NAS,Assistant,1994,34867,54822.33
Comparative Religion,Humanities,NAS,Assistant,1993,33615,54217.74
Comparative Religion,Humanities,NAS,Assistant,1992,32337,53715.95
Comparative Religion,Humanities,NAS,Assistant,1991,32384,55357.26
Comparative Religion,Humanities,NAS,Assistant,1990,31302,55796.79
Software Engineering,Engineering and Computer Science,NAS,Assistant,2009,86636,94067.32
MIS,Business,NAS,Assistant,2009,123390,133973.94
Economics,Business,NAS,Assistant,2009,90227,97966.34
Economics,Business,NAS,Assistant,2008,88857,96165.58
Economics,Business,NAS,Assistant,2007,73636,82737.08
Economics,Business,NAS,Assistant,2006,78597,90863.58
Economics,Business,NAS,Assistant,2005,75560,90167.06
Economics,Business,NAS,Assistant,2003,68924,87245.57
Economics,Business,NAS,Assistant,2002,68697,88985.75
Economics,Business,NAS,Assistant,2001,66810,87907.89
Economics,Business,NAS,Assistant,2000,60349,81663.06
Economics,Business,NAS,Assistant,1999,57951,81050.35
Economics,Business,NAS,Assistant,1998,57300,81857.14
Economics,Business,NAS,Assistant,1997,64944,94258.35
Economics,Business,NAS,Assistant,1996,51150,75890.21
Economics,Business,NAS,Assistant,1995,49815,76169.72
Economics,Business,NAS,Assistant,1994,46781,73555.03
Economics,Business,NAS,Assistant,1993,44957,72511.29
Economics,Business,NAS,Assistant,1992,43263,71865.45
Economics,Business,NAS,Assistant,1991,44938,76817.09
Economics,Business,NAS,Assistant,1990,41951,74778.97
Educational Leadership,Education and Health,NAS,Assistant,2009,59405,64500.54
Educational Leadership,Education and Health,NAS,Assistant,2008,59337,64217.53
Educational Leadership,Education and Health,NAS,Assistant,2007,57574,64689.89
Educational Leadership,Education and Health,NAS,Assistant,2006,54701,63238.15
Educational Leadership,Education and Health,NAS,Assistant,2005,53204,63489.26
Educational Leadership,Education and Health,NAS,Assistant,2003,49166,62235.44
Educational Leadership,Education and Health,NAS,Assistant,2002,48885,63322.54
Educational Leadership,Education and Health,NAS,Assistant,2001,47370,62328.95
Educational Leadership,Education and Health,NAS,Assistant,2000,46457,62864.68
Educational Leadership,Education and Health,NAS,Assistant,1999,44667,62471.33
Educational Leadership,Education and Health,NAS,Assistant,1998,45466,64951.43
Educational Leadership,Education and Health,NAS,Assistant,1997,41031,59551.52
Educational Leadership,Education and Health,NAS,Assistant,1996,39427,58497.03
Educational Leadership,Education and Health,NAS,Assistant,1995,38485,58845.57
Educational Leadership,Education and Health,NAS,Assistant,1994,37185,58466.98
Educational Leadership,Education and Health,NAS,Assistant,1993,36614,59054.84
Educational Leadership,Education and Health,NAS,Assistant,1992,35740,59368.77
Educational Leadership,Education and Health,NAS,Assistant,1991,34850,59572.65
Educational Leadership,Education and Health,NAS,Assistant,1990,34386,61294.12
Educational Psychology,Education and Health,NAS,Assistant,2009,59081,64148.75
Educational Psychology,Education and Health,NAS,Assistant,2008,58953,63801.95
Educational Psychology,Education and Health,NAS,Assistant,2007,57578,64694.38
Educational Psychology,Education and Health,NAS,Assistant,2006,55086,63683.24
Educational Psychology,Education and Health,NAS,Assistant,2005,53314,63620.53
Educational Psychology,Education and Health,NAS,Assistant,2003,49055,62094.94
Educational Psychology,Education and Health,NAS,Assistant,2002,49253,63799.22
Educational Psychology,Education and Health,NAS,Assistant,2001,47615,62651.32
Educational Psychology,Education and Health,NAS,Assistant,2000,45768,61932.34
Educational Psychology,Education and Health,NAS,Assistant,1999,43216,60441.96
Educational Psychology,Education and Health,NAS,Assistant,1998,42121,60172.86
Educational Psychology,Education and Health,NAS,Assistant,1997,40837,59269.96
Educational Psychology,Education and Health,NAS,Assistant,1996,40024,59382.79
Educational Psychology,Education and Health,NAS,Assistant,1995,39229,59983.18
Educational Psychology,Education and Health,NAS,Assistant,1994,37120,58364.78
Educational Psychology,Education and Health,NAS,Assistant,1993,36145,58298.39
Educational Psychology,Education and Health,NAS,Assistant,1992,35640,59202.66
Educational Psychology,Education and Health,NAS,Assistant,1991,34681,59283.76
Educational Psychology,Education and Health,NAS,Assistant,1990,33199,59178.25
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2009,84318,91550.49
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2008,83987,90895.02
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2007,82760,92988.76
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2006,80412,92961.85
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2005,77510,92494.03
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2003,72856,92222.78
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2002,71419,92511.66
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2001,69608,91589.47
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,2000,65105,88098.78
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,1999,62112,86869.93
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,1998,58425,83464.29
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,1991,47842,81781.2
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Assistant,1990,47152,84049.91
English,Humanities,NAS,Assistant,2009,57797,62754.61
English,Humanities,NAS,Assistant,2008,57360,62077.92
English,Humanities,NAS,Assistant,2007,54195,60893.26
English,Humanities,NAS,Assistant,2006,53356,61683.24
English,Humanities,NAS,Assistant,2005,51040,60906.92
English,Humanities,NAS,Assistant,2003,47778,60478.48
English,Humanities,NAS,Assistant,2002,46474,60199.48
English,Humanities,NAS,Assistant,2001,45164,59426.32
English,Humanities,NAS,Assistant,2000,42292,57228.69
English,Humanities,NAS,Assistant,1999,42041,58798.6
English,Humanities,NAS,Assistant,1998,40503,57861.43
English,Humanities,NAS,Assistant,1997,38449,55804.06
English,Humanities,NAS,Assistant,1996,38369,56927.3
English,Humanities,NAS,Assistant,1995,36549,55885.32
English,Humanities,NAS,Assistant,1994,35355,55589.62
English,Humanities,NAS,Assistant,1993,33504,54038.71
English,Humanities,NAS,Assistant,1992,32504,53993.36
English,Humanities,NAS,Assistant,1991,31648,54099.15
English,Humanities,NAS,Assistant,1990,30947,55163.99
Family Studies & Social Work,Humanities,NAS,Assistant,2009,60353,65529.86
Family Studies & Social Work,Humanities,NAS,Assistant,2008,60039,64977.27
Family Studies & Social Work,Humanities,NAS,Assistant,2007,56909,63942.7
Family Studies & Social Work,Humanities,NAS,Assistant,2006,56414,65218.5
Family Studies & Social Work,Humanities,NAS,Assistant,2005,54737,65318.62
Family Studies & Social Work,Humanities,NAS,Assistant,2003,50688,64162.03
Family Studies & Social Work,Humanities,NAS,Assistant,2002,49800,64507.77
Family Studies & Social Work,Humanities,NAS,Assistant,2001,47976,63126.32
Family Studies & Social Work,Humanities,NAS,Assistant,2000,46971,63560.22
Family Studies & Social Work,Humanities,NAS,Assistant,1999,43680,61090.91
